PERIOD,TYPE,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,REPORTING_ORG_NAME,REPORTING_ORG_CODE,CLUSTER_GROUP,BENCHMARK_GROUP,STAFF_GROUP_1_NAME,HC,FTE
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Nottinghamshire Healthcare NHS Foundation Trust,RHA,Mental Health,Mental Health and Learning Disability,Ambulance staff,4,4.0
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Nottinghamshire Healthcare NHS Foundation Trust,RHA,Mental Health,Mental Health and Learning Disability,"Scientific, therapeutic & technical staff",1204,1013.62349
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Nottinghamshire Healthcare NHS Foundation Trust,RHA,Mental Health,Mental Health and Learning Disability,"Support to doctors, nurses & midwives",2734,2424.62178
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Nottinghamshire Healthcare NHS Foundation Trust,RHA,Mental Health,Mental Health and Learning Disability,Support to ST&T staff,696,602.94348
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Nottinghamshire Healthcare NHS Foundation Trust,RHA,Mental Health,Mental Health and Learning Disability,Senior managers,53,52.30667
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Nottinghamshire Healthcare NHS Foundation Trust,RHA,Mental Health,Mental Health and Learning Disability,Managers,127,120.95749
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Nottinghamshire Healthcare NHS Foundation Trust,RHA,Mental Health,Mental Health and Learning Disability,Central functions,914,834.76013
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Nottinghamshire Healthcare NHS Foundation Trust,RHA,Mental Health,Mental Health and Learning Disability,"Hotel, property & estates",550,431.56826
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Sherwood Forest Hospitals NHS Foundation Trust,RK5,Acute,Acute - Medium,All staff groups,6070,5236.39873
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Sherwood Forest Hospitals NHS Foundation Trust,RK5,Acute,Acute - Medium,HCHS Doctors (exc. Resident doctors and equivalents),414,389.61364
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Sherwood Forest Hospitals NHS Foundation Trust,RK5,Acute,Acute - Medium,Nurses & health visitors,1712,1502.74261
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Sherwood Forest Hospitals NHS Foundation Trust,RK5,Acute,Acute - Medium,Midwives,159,128.2581
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Sherwood Forest Hospitals NHS Foundation Trust,RK5,Acute,Acute - Medium,Ambulance staff,2,2.0
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Sherwood Forest Hospitals NHS Foundation Trust,RK5,Acute,Acute - Medium,"Scientific, therapeutic & technical staff",688,610.29223
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Sherwood Forest Hospitals NHS Foundation Trust,RK5,Acute,Acute - Medium,"Support to doctors, nurses & midwives",1857,1501.64673
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Sherwood Forest Hospitals NHS Foundation Trust,RK5,Acute,Acute - Medium,Support to ST&T staff,406,351.48011
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Sherwood Forest Hospitals NHS Foundation Trust,RK5,Acute,Acute - Medium,Senior managers,50,48.05333
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Sherwood Forest Hospitals NHS Foundation Trust,RK5,Acute,Acute - Medium,Managers,76,75.36
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Sherwood Forest Hospitals NHS Foundation Trust,RK5,Acute,Acute - Medium,Central functions,542,499.55198
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Sherwood Forest Hospitals NHS Foundation Trust,RK5,Acute,Acute - Medium,"Hotel, property & estates",169,126.4
202509 to 202510,Denominator at start of period,Y60,Midlands,QT1,Nottingham and Nottinghamshire,Sherwood Forest Hospitals NHS Foundation Trust,RK5,Acute,Acute - Medium,Unknown classification,1,1.0
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Black Country Healthcare NHS Foundation Trust,TAJ,Mental Health,Mental Health and Learning Disability,All staff groups,4187,3717.56615
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Black Country Healthcare NHS Foundation Trust,TAJ,Mental Health,Mental Health and Learning Disability,HCHS Doctors (exc. Resident doctors and equivalents),153,145.26136
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Black Country Healthcare NHS Foundation Trust,TAJ,Mental Health,Mental Health and Learning Disability,Nurses & health visitors,1190,1089.23024
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Black Country Healthcare NHS Foundation Trust,TAJ,Mental Health,Mental Health and Learning Disability,"Scientific, therapeutic & technical staff",607,524.77669
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Black Country Healthcare NHS Foundation Trust,TAJ,Mental Health,Mental Health and Learning Disability,"Support to doctors, nurses & midwives",1018,882.9384
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Black Country Healthcare NHS Foundation Trust,TAJ,Mental Health,Mental Health and Learning Disability,Support to ST&T staff,507,471.74373
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Black Country Healthcare NHS Foundation Trust,TAJ,Mental Health,Mental Health and Learning Disability,Senior managers,47,46.34684
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Black Country Healthcare NHS Foundation Trust,TAJ,Mental Health,Mental Health and Learning Disability,Managers,100,97.15548
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Black Country Healthcare NHS Foundation Trust,TAJ,Mental Health,Mental Health and Learning Disability,Central functions,298,275.1667
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Black Country Healthcare NHS Foundation Trust,TAJ,Mental Health,Mental Health and Learning Disability,"Hotel, property & estates",271,183.94671
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Black Country Healthcare NHS Foundation Trust,TAJ,Mental Health,Mental Health and Learning Disability,Unknown classification,1,1.0
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Dudley Group NHS Foundation Trust,RNA,Acute,Acute - Medium,All staff groups,6152,5370.88647
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Dudley Group NHS Foundation Trust,RNA,Acute,Acute - Medium,HCHS Doctors (exc. Resident doctors and equivalents),383,343.68592
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Dudley Group NHS Foundation Trust,RNA,Acute,Acute - Medium,Nurses & health visitors,1937,1720.4303
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Dudley Group NHS Foundation Trust,RNA,Acute,Acute - Medium,Midwives,210,172.36666
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Dudley Group NHS Foundation Trust,RNA,Acute,Acute - Medium,Ambulance staff,19,18.24
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Dudley Group NHS Foundation Trust,RNA,Acute,Acute - Medium,"Scientific, therapeutic & technical staff",879,769.10237
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Dudley Group NHS Foundation Trust,RNA,Acute,Acute - Medium,"Support to doctors, nurses & midwives",1695,1435.02909
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Dudley Group NHS Foundation Trust,RNA,Acute,Acute - Medium,Support to ST&T staff,465,384.89841
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Dudley Group NHS Foundation Trust,RNA,Acute,Acute - Medium,Senior managers,67,65.61333
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Dudley Group NHS Foundation Trust,RNA,Acute,Acute - Medium,Managers,90,86.53909
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Dudley Group NHS Foundation Trust,RNA,Acute,Acute - Medium,Central functions,387,354.93463
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Dudley Group NHS Foundation Trust,RNA,Acute,Acute - Medium,"Hotel, property & estates",24,20.04667
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,NHS Black Country ICB,QUA,Integrated Care Board,Integrated Care Board,All staff groups,501,472.97132
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,NHS Black Country ICB,QUA,Integrated Care Board,Integrated Care Board,HCHS Doctors (exc. Resident doctors and equivalents),6,2.75
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,NHS Black Country ICB,QUA,Integrated Care Board,Integrated Care Board,Nurses & health visitors,86,76.77014
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,NHS Black Country ICB,QUA,Integrated Care Board,Integrated Care Board,Ambulance staff,4,4.0
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,NHS Black Country ICB,QUA,Integrated Care Board,Integrated Care Board,"Scientific, therapeutic & technical staff",21,18.55999
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,NHS Black Country ICB,QUA,Integrated Care Board,Integrated Care Board,Senior managers,73,71.24
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,NHS Black Country ICB,QUA,Integrated Care Board,Integrated Care Board,Managers,74,73.54667
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,NHS Black Country ICB,QUA,Integrated Care Board,Integrated Care Board,Central functions,237,226.10452
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Royal Wolverhampton NHS Trust,RL4,Acute,Acute - Large,All staff groups,10794,9390.17942
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Royal Wolverhampton NHS Trust,RL4,Acute,Acute - Large,HCHS Doctors (exc. Resident doctors and equivalents),589,553.98273
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Royal Wolverhampton NHS Trust,RL4,Acute,Acute - Large,Nurses & health visitors,2990,2679.37946
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Royal Wolverhampton NHS Trust,RL4,Acute,Acute - Large,Midwives,261,212.18668
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Royal Wolverhampton NHS Trust,RL4,Acute,Acute - Large,Ambulance staff,19,18.04999
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Royal Wolverhampton NHS Trust,RL4,Acute,Acute - Large,"Scientific, therapeutic & technical staff",1499,1340.24042
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Royal Wolverhampton NHS Trust,RL4,Acute,Acute - Large,"Support to doctors, nurses & midwives",2781,2355.38035
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Royal Wolverhampton NHS Trust,RL4,Acute,Acute - Large,Support to ST&T staff,1032,888.63949
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Royal Wolverhampton NHS Trust,RL4,Acute,Acute - Large,Senior managers,22,22.0
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Royal Wolverhampton NHS Trust,RL4,Acute,Acute - Large,Managers,137,134.48987
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Royal Wolverhampton NHS Trust,RL4,Acute,Acute - Large,Central functions,686,637.74333
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Royal Wolverhampton NHS Trust,RL4,Acute,Acute - Large,"Hotel, property & estates",785,545.9371
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Royal Wolverhampton NHS Trust,RL4,Acute,Acute - Large,Unknown classification,3,2.15
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Walsall Healthcare NHS Trust,RBK,Acute,Acute - Small,All staff groups,4945,4269.10268
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Walsall Healthcare NHS Trust,RBK,Acute,Acute - Small,HCHS Doctors (exc. Resident doctors and equivalents),306,283.21989
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Walsall Healthcare NHS Trust,RBK,Acute,Acute - Small,Nurses & health visitors,1652,1460.28936
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Walsall Healthcare NHS Trust,RBK,Acute,Acute - Small,Midwives,199,167.77992
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Walsall Healthcare NHS Trust,RBK,Acute,Acute - Small,Ambulance staff,19,18.56
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Walsall Healthcare NHS Trust,RBK,Acute,Acute - Small,"Scientific, therapeutic & technical staff",525,446.7723
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Walsall Healthcare NHS Trust,RBK,Acute,Acute - Small,"Support to doctors, nurses & midwives",1250,1069.45582
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Walsall Healthcare NHS Trust,RBK,Acute,Acute - Small,Support to ST&T staff,268,223.52211
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Walsall Healthcare NHS Trust,RBK,Acute,Acute - Small,Senior managers,25,23.41333
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Walsall Healthcare NHS Trust,RBK,Acute,Acute - Small,Managers,55,53.66667
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Walsall Healthcare NHS Trust,RBK,Acute,Acute - Small,Central functions,321,297.55334
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,Walsall Healthcare NHS Trust,RBK,Acute,Acute - Small,"Hotel, property & estates",330,224.86994
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,West Midlands Ambulance Service University NHS Foundation Trust,RYA,Ambulance,Ambulance Trust,All staff groups,7262,6682.55319
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,West Midlands Ambulance Service University NHS Foundation Trust,RYA,Ambulance,Ambulance Trust,HCHS Doctors (exc. Resident doctors and equivalents),5,6.0
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,West Midlands Ambulance Service University NHS Foundation Trust,RYA,Ambulance,Ambulance Trust,Nurses & health visitors,64,54.08026
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,West Midlands Ambulance Service University NHS Foundation Trust,RYA,Ambulance,Ambulance Trust,Ambulance staff,3285,3065.2606
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,West Midlands Ambulance Service University NHS Foundation Trust,RYA,Ambulance,Ambulance Trust,"Scientific, therapeutic & technical staff",4,2.53334
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,West Midlands Ambulance Service University NHS Foundation Trust,RYA,Ambulance,Ambulance Trust,Support to ambulance staff,3288,2982.29208
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,West Midlands Ambulance Service University NHS Foundation Trust,RYA,Ambulance,Ambulance Trust,Senior managers,21,19.22667
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,West Midlands Ambulance Service University NHS Foundation Trust,RYA,Ambulance,Ambulance Trust,Managers,43,40.06666
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,West Midlands Ambulance Service University NHS Foundation Trust,RYA,Ambulance,Ambulance Trust,Central functions,227,207.34666
202509 to 202510,Denominator at start of period,Y60,Midlands,QUA,Black Country,West Midlands Ambulance Service University NHS Foundation Trust,RYA,Ambulance,Ambulance Trust,"Hotel, property & estates",325,305.74692
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,Coventry and Warwickshire Partnership NHS Trust,RYG,Mental Health,Mental Health and Learning Disability,All staff groups,3988,3543.32136
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,Coventry and Warwickshire Partnership NHS Trust,RYG,Mental Health,Mental Health and Learning Disability,HCHS Doctors (exc. Resident doctors and equivalents),104,93.39
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,Coventry and Warwickshire Partnership NHS Trust,RYG,Mental Health,Mental Health and Learning Disability,Nurses & health visitors,990,893.62407
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,Coventry and Warwickshire Partnership NHS Trust,RYG,Mental Health,Mental Health and Learning Disability,Ambulance staff,1,0.2
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,Coventry and Warwickshire Partnership NHS Trust,RYG,Mental Health,Mental Health and Learning Disability,"Scientific, therapeutic & technical staff",671,577.95683
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,Coventry and Warwickshire Partnership NHS Trust,RYG,Mental Health,Mental Health and Learning Disability,"Support to doctors, nurses & midwives",1247,1080.97639
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,Coventry and Warwickshire Partnership NHS Trust,RYG,Mental Health,Mental Health and Learning Disability,Support to ST&T staff,421,402.31254
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,Coventry and Warwickshire Partnership NHS Trust,RYG,Mental Health,Mental Health and Learning Disability,Senior managers,64,60.37999
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,Coventry and Warwickshire Partnership NHS Trust,RYG,Mental Health,Mental Health and Learning Disability,Managers,105,98.52078
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,Coventry and Warwickshire Partnership NHS Trust,RYG,Mental Health,Mental Health and Learning Disability,Central functions,196,182.15947
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,Coventry and Warwickshire Partnership NHS Trust,RYG,Mental Health,Mental Health and Learning Disability,"Hotel, property & estates",194,152.80129
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,Coventry and Warwickshire Partnership NHS Trust,RYG,Mental Health,Mental Health and Learning Disability,Unknown classification,1,1.0
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,George Eliot Hospital NHS Trust,RLT,Acute,Acute - Small,All staff groups,3220,2797.09936
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,George Eliot Hospital NHS Trust,RLT,Acute,Acute - Small,HCHS Doctors (exc. Resident doctors and equivalents),232,217.4715
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,George Eliot Hospital NHS Trust,RLT,Acute,Acute - Small,Nurses & health visitors,872,771.78798
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,George Eliot Hospital NHS Trust,RLT,Acute,Acute - Small,Midwives,143,108.81997
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,George Eliot Hospital NHS Trust,RLT,Acute,Acute - Small,Ambulance staff,6,4.94666
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,George Eliot Hospital NHS Trust,RLT,Acute,Acute - Small,"Scientific, therapeutic & technical staff",345,310.71601
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,George Eliot Hospital NHS Trust,RLT,Acute,Acute - Small,"Support to doctors, nurses & midwives",824,687.4778
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,George Eliot Hospital NHS Trust,RLT,Acute,Acute - Small,Support to ST&T staff,143,125.71336
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,George Eliot Hospital NHS Trust,RLT,Acute,Acute - Small,Senior managers,9,9.0
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,George Eliot Hospital NHS Trust,RLT,Acute,Acute - Small,Managers,59,57.44
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,George Eliot Hospital NHS Trust,RLT,Acute,Acute - Small,Central functions,240,218.34664
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,George Eliot Hospital NHS Trust,RLT,Acute,Acute - Small,"Hotel, property & estates",350,285.37944
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,NHS Coventry and Warwickshire ICB,QWU,Integrated Care Board,Integrated Care Board,All staff groups,386,348.15556
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,NHS Coventry and Warwickshire ICB,QWU,Integrated Care Board,Integrated Care Board,HCHS Doctors (exc. Resident doctors and equivalents),7,2.98089
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,NHS Coventry and Warwickshire ICB,QWU,Integrated Care Board,Integrated Care Board,Nurses & health visitors,76,67.28667
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,NHS Coventry and Warwickshire ICB,QWU,Integrated Care Board,Integrated Care Board,Midwives,1,1.0
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,NHS Coventry and Warwickshire ICB,QWU,Integrated Care Board,Integrated Care Board,"Scientific, therapeutic & technical staff",41,27.68
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,NHS Coventry and Warwickshire ICB,QWU,Integrated Care Board,Integrated Care Board,Senior managers,11,10.81333
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,NHS Coventry and Warwickshire ICB,QWU,Integrated Care Board,Integrated Care Board,Managers,85,81.188
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,NHS Coventry and Warwickshire ICB,QWU,Integrated Care Board,Integrated Care Board,Central functions,166,157.20667
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,South Warwickshire University NHS Foundation Trust,RJC,Acute,Acute - Teaching,All staff groups,5701,4888.17288
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,South Warwickshire University NHS Foundation Trust,RJC,Acute,Acute - Teaching,HCHS Doctors (exc. Resident doctors and equivalents),318,290.0846
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,South Warwickshire University NHS Foundation Trust,RJC,Acute,Acute - Teaching,Nurses & health visitors,1909,1639.6958
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,South Warwickshire University NHS Foundation Trust,RJC,Acute,Acute - Teaching,Midwives,197,152.03334
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,South Warwickshire University NHS Foundation Trust,RJC,Acute,Acute - Teaching,Ambulance staff,3,1.92
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,South Warwickshire University NHS Foundation Trust,RJC,Acute,Acute - Teaching,"Scientific, therapeutic & technical staff",873,733.49692
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,South Warwickshire University NHS Foundation Trust,RJC,Acute,Acute - Teaching,"Support to doctors, nurses & midwives",1633,1375.4649
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,South Warwickshire University NHS Foundation Trust,RJC,Acute,Acute - Teaching,Support to ST&T staff,336,290.00659
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,South Warwickshire University NHS Foundation Trust,RJC,Acute,Acute - Teaching,Senior managers,21,21.0
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,South Warwickshire University NHS Foundation Trust,RJC,Acute,Acute - Teaching,Managers,108,105.13478
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,South Warwickshire University NHS Foundation Trust,RJC,Acute,Acute - Teaching,Central functions,269,245.98775
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,South Warwickshire University NHS Foundation Trust,RJC,Acute,Acute - Teaching,"Hotel, property & estates",39,33.3482
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,University Hospitals Coventry and Warwickshire NHS Trust,RKB,Acute,Acute - Teaching,All staff groups,10381,9216.69496
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,University Hospitals Coventry and Warwickshire NHS Trust,RKB,Acute,Acute - Teaching,HCHS Doctors (exc. Resident doctors and equivalents),698,658.69901
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,University Hospitals Coventry and Warwickshire NHS Trust,RKB,Acute,Acute - Teaching,Nurses & health visitors,3363,2985.28793
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,University Hospitals Coventry and Warwickshire NHS Trust,RKB,Acute,Acute - Teaching,Midwives,265,223.3267
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,University Hospitals Coventry and Warwickshire NHS Trust,RKB,Acute,Acute - Teaching,Ambulance staff,12,10.92
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,University Hospitals Coventry and Warwickshire NHS Trust,RKB,Acute,Acute - Teaching,"Scientific, therapeutic & technical staff",1607,1444.34131
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,University Hospitals Coventry and Warwickshire NHS Trust,RKB,Acute,Acute - Teaching,"Support to doctors, nurses & midwives",2714,2308.00101
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,University Hospitals Coventry and Warwickshire NHS Trust,RKB,Acute,Acute - Teaching,Support to ST&T staff,792,708.08807
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,University Hospitals Coventry and Warwickshire NHS Trust,RKB,Acute,Acute - Teaching,Senior managers,169,164.52001
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,University Hospitals Coventry and Warwickshire NHS Trust,RKB,Acute,Acute - Teaching,Managers,69,66.33331
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,University Hospitals Coventry and Warwickshire NHS Trust,RKB,Acute,Acute - Teaching,Central functions,680,633.85761
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,University Hospitals Coventry and Warwickshire NHS Trust,RKB,Acute,Acute - Teaching,"Hotel, property & estates",7,6.8
202509 to 202510,Denominator at start of period,Y60,Midlands,QWU,Coventry and Warwickshire,University Hospitals Coventry and Warwickshire NHS Trust,RKB,Acute,Acute - Teaching,Unknown classification,7,6.52
202509 to 202510,Denominator at start of period,Y61,East of England,QH8,Mid and South Essex,Essex Partnership University NHS Foundation Trust,R1L,Mental Health,Mental Health and Learning Disability,All staff groups,7007,6184.19428
202509 to 202510,Denominator at start of period,Y61,East of England,QH8,Mid and South Essex,Essex Partnership University NHS Foundation Trust,R1L,Mental Health,Mental Health and Learning Disability,HCHS Doctors (exc. Resident doctors and equivalents),198,189.55
