PERIOD,TYPE,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,REPORTING_ORG_NAME,REPORTING_ORG_CODE,CLUSTER_GROUP,BENCHMARK_GROUP,STAFF_GROUP_1_NAME,HC,FTE
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,NHS South West London ICB,QWE,Integrated Care Board,Integrated Care Board,Unknown classification,46,12.1
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,South West London and St George's Mental Health NHS Trust,RQY,Mental Health,Mental Health and Learning Disability,All staff groups,3276,2999.67491
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,South West London and St George's Mental Health NHS Trust,RQY,Mental Health,Mental Health and Learning Disability,HCHS Doctors (exc. Resident doctors and equivalents),156,135.06333
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,South West London and St George's Mental Health NHS Trust,RQY,Mental Health,Mental Health and Learning Disability,Nurses & health visitors,912,868.27333
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,South West London and St George's Mental Health NHS Trust,RQY,Mental Health,Mental Health and Learning Disability,Ambulance staff,1,0.8
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,South West London and St George's Mental Health NHS Trust,RQY,Mental Health,Mental Health and Learning Disability,"Scientific, therapeutic & technical staff",721,611.59868
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,South West London and St George's Mental Health NHS Trust,RQY,Mental Health,Mental Health and Learning Disability,"Support to doctors, nurses & midwives",782,713.12703
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,South West London and St George's Mental Health NHS Trust,RQY,Mental Health,Mental Health and Learning Disability,Support to ST&T staff,332,304.02241
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,South West London and St George's Mental Health NHS Trust,RQY,Mental Health,Mental Health and Learning Disability,Senior managers,22,21.4
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,South West London and St George's Mental Health NHS Trust,RQY,Mental Health,Mental Health and Learning Disability,Managers,119,116.30667
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,South West London and St George's Mental Health NHS Trust,RQY,Mental Health,Mental Health and Learning Disability,Central functions,162,155.7
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,South West London and St George's Mental Health NHS Trust,RQY,Mental Health,Mental Health and Learning Disability,"Hotel, property & estates",74,72.38346
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,South West London and St George's Mental Health NHS Trust,RQY,Mental Health,Mental Health and Learning Disability,Unknown classification,1,1.0
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,St George's University Hospitals NHS Foundation Trust,RJ7,Acute,Acute - Teaching,All staff groups,9848,9249.0978
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,St George's University Hospitals NHS Foundation Trust,RJ7,Acute,Acute - Teaching,HCHS Doctors (exc. Resident doctors and equivalents),836,760.0546
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,St George's University Hospitals NHS Foundation Trust,RJ7,Acute,Acute - Teaching,Nurses & health visitors,2914,2783.89411
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,St George's University Hospitals NHS Foundation Trust,RJ7,Acute,Acute - Teaching,Midwives,227,191.46007
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,St George's University Hospitals NHS Foundation Trust,RJ7,Acute,Acute - Teaching,Ambulance staff,6,5.44667
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,St George's University Hospitals NHS Foundation Trust,RJ7,Acute,Acute - Teaching,"Scientific, therapeutic & technical staff",1875,1725.35154
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,St George's University Hospitals NHS Foundation Trust,RJ7,Acute,Acute - Teaching,"Support to doctors, nurses & midwives",1782,1663.54251
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,St George's University Hospitals NHS Foundation Trust,RJ7,Acute,Acute - Teaching,Support to ST&T staff,857,806.03256
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,St George's University Hospitals NHS Foundation Trust,RJ7,Acute,Acute - Teaching,Senior managers,76,75.13333
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,St George's University Hospitals NHS Foundation Trust,RJ7,Acute,Acute - Teaching,Managers,158,152.68987
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,St George's University Hospitals NHS Foundation Trust,RJ7,Acute,Acute - Teaching,Central functions,799,767.796
202510 to 202511,Denominator at start of period,Y56,London,QWE,South West London,St George's University Hospitals NHS Foundation Trust,RJ7,Acute,Acute - Teaching,"Hotel, property & estates",328,317.69654
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Devon Partnership NHS Trust,RWV,Mental Health,Mental Health and Learning Disability,All staff groups,4037,3551.09515
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Devon Partnership NHS Trust,RWV,Mental Health,Mental Health and Learning Disability,HCHS Doctors (exc. Resident doctors and equivalents),127,106.571
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Devon Partnership NHS Trust,RWV,Mental Health,Mental Health and Learning Disability,Nurses & health visitors,983,879.11084
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Devon Partnership NHS Trust,RWV,Mental Health,Mental Health and Learning Disability,Ambulance staff,1,1.0
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Devon Partnership NHS Trust,RWV,Mental Health,Mental Health and Learning Disability,"Scientific, therapeutic & technical staff",793,660.60364
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Devon Partnership NHS Trust,RWV,Mental Health,Mental Health and Learning Disability,"Support to doctors, nurses & midwives",1059,924.15901
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Devon Partnership NHS Trust,RWV,Mental Health,Mental Health and Learning Disability,Support to ST&T staff,517,464.12002
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Devon Partnership NHS Trust,RWV,Mental Health,Mental Health and Learning Disability,Senior managers,31,29.08
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Devon Partnership NHS Trust,RWV,Mental Health,Mental Health and Learning Disability,Managers,102,93.76
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Devon Partnership NHS Trust,RWV,Mental Health,Mental Health and Learning Disability,Central functions,309,279.94398
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Devon Partnership NHS Trust,RWV,Mental Health,Mental Health and Learning Disability,"Hotel, property & estates",124,112.74666
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,NHS Devon ICB,QJK,Integrated Care Board,Integrated Care Board,All staff groups,457,403.17909
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,NHS Devon ICB,QJK,Integrated Care Board,Integrated Care Board,HCHS Doctors (exc. Resident doctors and equivalents),25,6.73999
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,NHS Devon ICB,QJK,Integrated Care Board,Integrated Care Board,Nurses & health visitors,66,56.60002
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,NHS Devon ICB,QJK,Integrated Care Board,Integrated Care Board,"Scientific, therapeutic & technical staff",43,37.3504
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,NHS Devon ICB,QJK,Integrated Care Board,Integrated Care Board,"Support to doctors, nurses & midwives",1,1.0
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,NHS Devon ICB,QJK,Integrated Care Board,Integrated Care Board,Support to ST&T staff,1,1.0
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,NHS Devon ICB,QJK,Integrated Care Board,Integrated Care Board,Senior managers,62,60.35536
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,NHS Devon ICB,QJK,Integrated Care Board,Integrated Care Board,Managers,59,54.27333
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,NHS Devon ICB,QJK,Integrated Care Board,Integrated Care Board,Central functions,199,185.45999
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,NHS Devon ICB,QJK,Integrated Care Board,Integrated Care Board,Unknown classification,1,0.4
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Royal Devon University Healthcare NHS Foundation Trust,RH8,Acute,Acute - Large,All staff groups,13406,11577.57006
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Royal Devon University Healthcare NHS Foundation Trust,RH8,Acute,Acute - Large,HCHS Doctors (exc. Resident doctors and equivalents),850,749.06897
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Royal Devon University Healthcare NHS Foundation Trust,RH8,Acute,Acute - Large,Nurses & health visitors,3557,3082.60031
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Royal Devon University Healthcare NHS Foundation Trust,RH8,Acute,Acute - Large,Midwives,271,203.17333
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Royal Devon University Healthcare NHS Foundation Trust,RH8,Acute,Acute - Large,Ambulance staff,25,21.68665
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Royal Devon University Healthcare NHS Foundation Trust,RH8,Acute,Acute - Large,"Scientific, therapeutic & technical staff",1940,1661.89022
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Royal Devon University Healthcare NHS Foundation Trust,RH8,Acute,Acute - Large,"Support to doctors, nurses & midwives",3518,2948.0873
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Royal Devon University Healthcare NHS Foundation Trust,RH8,Acute,Acute - Large,Support to ST&T staff,1145,987.32937
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Royal Devon University Healthcare NHS Foundation Trust,RH8,Acute,Acute - Large,Senior managers,65,62.91333
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Royal Devon University Healthcare NHS Foundation Trust,RH8,Acute,Acute - Large,Managers,224,215.59332
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Royal Devon University Healthcare NHS Foundation Trust,RH8,Acute,Acute - Large,Central functions,1063,976.34941
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Royal Devon University Healthcare NHS Foundation Trust,RH8,Acute,Acute - Large,"Hotel, property & estates",770,665.87785
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Royal Devon University Healthcare NHS Foundation Trust,RH8,Acute,Acute - Large,Unknown classification,3,3.0
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,South Western Ambulance Service NHS Foundation Trust,RYF,Ambulance,Ambulance Trust,All staff groups,6300,5647.23085
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,South Western Ambulance Service NHS Foundation Trust,RYF,Ambulance,Ambulance Trust,HCHS Doctors (exc. Resident doctors and equivalents),9,3.35
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,South Western Ambulance Service NHS Foundation Trust,RYF,Ambulance,Ambulance Trust,Nurses & health visitors,101,91.00213
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,South Western Ambulance Service NHS Foundation Trust,RYF,Ambulance,Ambulance Trust,Ambulance staff,2754,2409.77154
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,South Western Ambulance Service NHS Foundation Trust,RYF,Ambulance,Ambulance Trust,"Scientific, therapeutic & technical staff",2,1.2
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,South Western Ambulance Service NHS Foundation Trust,RYF,Ambulance,Ambulance Trust,"Support to doctors, nurses & midwives",6,4.1
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,South Western Ambulance Service NHS Foundation Trust,RYF,Ambulance,Ambulance Trust,Support to ambulance staff,2622,2378.12103
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,South Western Ambulance Service NHS Foundation Trust,RYF,Ambulance,Ambulance Trust,Support to ST&T staff,11,10.4
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,South Western Ambulance Service NHS Foundation Trust,RYF,Ambulance,Ambulance Trust,Senior managers,109,103.33333
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,South Western Ambulance Service NHS Foundation Trust,RYF,Ambulance,Ambulance Trust,Managers,66,64.32666
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,South Western Ambulance Service NHS Foundation Trust,RYF,Ambulance,Ambulance Trust,Central functions,553,511.42616
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,South Western Ambulance Service NHS Foundation Trust,RYF,Ambulance,Ambulance Trust,"Hotel, property & estates",75,70.2
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Torbay and South Devon NHS Foundation Trust,RA9,Acute,Acute - Multi-Service,All staff groups,7029,5938.46275
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Torbay and South Devon NHS Foundation Trust,RA9,Acute,Acute - Multi-Service,HCHS Doctors (exc. Resident doctors and equivalents),367,322.51946
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Torbay and South Devon NHS Foundation Trust,RA9,Acute,Acute - Multi-Service,Nurses & health visitors,1611,1391.625
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Torbay and South Devon NHS Foundation Trust,RA9,Acute,Acute - Multi-Service,Midwives,137,108.02118
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Torbay and South Devon NHS Foundation Trust,RA9,Acute,Acute - Multi-Service,Ambulance staff,20,18.51334
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Torbay and South Devon NHS Foundation Trust,RA9,Acute,Acute - Multi-Service,"Scientific, therapeutic & technical staff",1080,914.9682
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Torbay and South Devon NHS Foundation Trust,RA9,Acute,Acute - Multi-Service,"Support to doctors, nurses & midwives",1840,1510.10515
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Torbay and South Devon NHS Foundation Trust,RA9,Acute,Acute - Multi-Service,Support to ambulance staff,49,38.0
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Torbay and South Devon NHS Foundation Trust,RA9,Acute,Acute - Multi-Service,Support to ST&T staff,552,467.54024
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Torbay and South Devon NHS Foundation Trust,RA9,Acute,Acute - Multi-Service,Senior managers,78,76.3
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Torbay and South Devon NHS Foundation Trust,RA9,Acute,Acute - Multi-Service,Managers,42,40.38666
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Torbay and South Devon NHS Foundation Trust,RA9,Acute,Acute - Multi-Service,Central functions,705,634.52029
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,Torbay and South Devon NHS Foundation Trust,RA9,Acute,Acute - Multi-Service,"Hotel, property & estates",558,415.96323
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,University Hospitals Plymouth NHS Trust,RK9,Acute,Acute - Teaching,All staff groups,10647,9354.63454
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,University Hospitals Plymouth NHS Trust,RK9,Acute,Acute - Teaching,HCHS Doctors (exc. Resident doctors and equivalents),719,628.29836
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,University Hospitals Plymouth NHS Trust,RK9,Acute,Acute - Teaching,Nurses & health visitors,2895,2591.98646
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,University Hospitals Plymouth NHS Trust,RK9,Acute,Acute - Teaching,Midwives,211,173.4519
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,University Hospitals Plymouth NHS Trust,RK9,Acute,Acute - Teaching,Ambulance staff,2,1.21333
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,University Hospitals Plymouth NHS Trust,RK9,Acute,Acute - Teaching,"Scientific, therapeutic & technical staff",1374,1223.27733
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,University Hospitals Plymouth NHS Trust,RK9,Acute,Acute - Teaching,"Support to doctors, nurses & midwives",2796,2452.87994
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,University Hospitals Plymouth NHS Trust,RK9,Acute,Acute - Teaching,Support to ST&T staff,650,561.78671
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,University Hospitals Plymouth NHS Trust,RK9,Acute,Acute - Teaching,Senior managers,27,26.3
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,University Hospitals Plymouth NHS Trust,RK9,Acute,Acute - Teaching,Managers,182,177.60001
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,University Hospitals Plymouth NHS Trust,RK9,Acute,Acute - Teaching,Central functions,910,833.27415
202510 to 202511,Denominator at start of period,Y58,South West,QJK,Devon,University Hospitals Plymouth NHS Trust,RK9,Acute,Acute - Teaching,"Hotel, property & estates",895,684.56635
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Avon and Wiltshire Mental Health Partnership NHS Trust,RVN,Mental Health,Mental Health and Learning Disability,All staff groups,5284,4594.69545
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Avon and Wiltshire Mental Health Partnership NHS Trust,RVN,Mental Health,Mental Health and Learning Disability,HCHS Doctors (exc. Resident doctors and equivalents),180,155.765
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Avon and Wiltshire Mental Health Partnership NHS Trust,RVN,Mental Health,Mental Health and Learning Disability,Nurses & health visitors,1546,1379.037
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Avon and Wiltshire Mental Health Partnership NHS Trust,RVN,Mental Health,Mental Health and Learning Disability,Ambulance staff,1,1.0
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Avon and Wiltshire Mental Health Partnership NHS Trust,RVN,Mental Health,Mental Health and Learning Disability,"Scientific, therapeutic & technical staff",958,797.23544
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Avon and Wiltshire Mental Health Partnership NHS Trust,RVN,Mental Health,Mental Health and Learning Disability,"Support to doctors, nurses & midwives",1442,1246.05862
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Avon and Wiltshire Mental Health Partnership NHS Trust,RVN,Mental Health,Mental Health and Learning Disability,Support to ST&T staff,418,378.36694
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Avon and Wiltshire Mental Health Partnership NHS Trust,RVN,Mental Health,Mental Health and Learning Disability,Senior managers,13,12.6
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Avon and Wiltshire Mental Health Partnership NHS Trust,RVN,Mental Health,Mental Health and Learning Disability,Managers,106,94.30801
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Avon and Wiltshire Mental Health Partnership NHS Trust,RVN,Mental Health,Mental Health and Learning Disability,Central functions,379,346.33999
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Avon and Wiltshire Mental Health Partnership NHS Trust,RVN,Mental Health,Mental Health and Learning Disability,"Hotel, property & estates",259,183.98445
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Great Western Hospitals NHS Foundation Trust,RN3,Acute,Acute - Medium,All staff groups,5215,4558.66839
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Great Western Hospitals NHS Foundation Trust,RN3,Acute,Acute - Medium,HCHS Doctors (exc. Resident doctors and equivalents),401,367.46972
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Great Western Hospitals NHS Foundation Trust,RN3,Acute,Acute - Medium,Nurses & health visitors,1686,1495.46524
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Great Western Hospitals NHS Foundation Trust,RN3,Acute,Acute - Medium,Midwives,209,172.31015
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Great Western Hospitals NHS Foundation Trust,RN3,Acute,Acute - Medium,Ambulance staff,17,13.14349
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Great Western Hospitals NHS Foundation Trust,RN3,Acute,Acute - Medium,"Scientific, therapeutic & technical staff",579,507.6595
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Great Western Hospitals NHS Foundation Trust,RN3,Acute,Acute - Medium,"Support to doctors, nurses & midwives",1410,1206.66042
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Great Western Hospitals NHS Foundation Trust,RN3,Acute,Acute - Medium,Support to ST&T staff,344,301.26128
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Great Western Hospitals NHS Foundation Trust,RN3,Acute,Acute - Medium,Senior managers,24,24.0
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Great Western Hospitals NHS Foundation Trust,RN3,Acute,Acute - Medium,Managers,84,80.6
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Great Western Hospitals NHS Foundation Trust,RN3,Acute,Acute - Medium,Central functions,327,288.06103
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Great Western Hospitals NHS Foundation Trust,RN3,Acute,Acute - Medium,"Hotel, property & estates",146,102.03756
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire","NHS Bath and North East Somerset, Swindon and Wiltshire ICB",QOX,Integrated Care Board,Integrated Care Board,All staff groups,366,326.99428
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire","NHS Bath and North East Somerset, Swindon and Wiltshire ICB",QOX,Integrated Care Board,Integrated Care Board,HCHS Doctors (exc. Resident doctors and equivalents),16,5.16095
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire","NHS Bath and North East Somerset, Swindon and Wiltshire ICB",QOX,Integrated Care Board,Integrated Care Board,Nurses & health visitors,65,59.13999
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire","NHS Bath and North East Somerset, Swindon and Wiltshire ICB",QOX,Integrated Care Board,Integrated Care Board,Ambulance staff,1,1.0
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire","NHS Bath and North East Somerset, Swindon and Wiltshire ICB",QOX,Integrated Care Board,Integrated Care Board,"Scientific, therapeutic & technical staff",24,18.81332
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire","NHS Bath and North East Somerset, Swindon and Wiltshire ICB",QOX,Integrated Care Board,Integrated Care Board,Senior managers,20,20.0
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire","NHS Bath and North East Somerset, Swindon and Wiltshire ICB",QOX,Integrated Care Board,Integrated Care Board,Managers,15,14.56667
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire","NHS Bath and North East Somerset, Swindon and Wiltshire ICB",QOX,Integrated Care Board,Integrated Care Board,Central functions,222,207.21335
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire","NHS Bath and North East Somerset, Swindon and Wiltshire ICB",QOX,Integrated Care Board,Integrated Care Board,Unknown classification,3,1.1
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Royal United Hospitals Bath NHS Foundation Trust,RD1,Acute,Acute - Medium,All staff groups,6462,5540.40268
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Royal United Hospitals Bath NHS Foundation Trust,RD1,Acute,Acute - Medium,HCHS Doctors (exc. Resident doctors and equivalents),432,376.2316
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Royal United Hospitals Bath NHS Foundation Trust,RD1,Acute,Acute - Medium,Nurses & health visitors,1865,1636.18989
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Royal United Hospitals Bath NHS Foundation Trust,RD1,Acute,Acute - Medium,Midwives,243,193.43333
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Royal United Hospitals Bath NHS Foundation Trust,RD1,Acute,Acute - Medium,Ambulance staff,7,5.35253
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Royal United Hospitals Bath NHS Foundation Trust,RD1,Acute,Acute - Medium,"Scientific, therapeutic & technical staff",842,717.81349
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Royal United Hospitals Bath NHS Foundation Trust,RD1,Acute,Acute - Medium,"Support to doctors, nurses & midwives",1480,1224.98923
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Royal United Hospitals Bath NHS Foundation Trust,RD1,Acute,Acute - Medium,Support to ST&T staff,536,446.28924
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Royal United Hospitals Bath NHS Foundation Trust,RD1,Acute,Acute - Medium,Senior managers,56,52.48907
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Royal United Hospitals Bath NHS Foundation Trust,RD1,Acute,Acute - Medium,Managers,113,108.10668
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Royal United Hospitals Bath NHS Foundation Trust,RD1,Acute,Acute - Medium,Central functions,402,353.67735
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Royal United Hospitals Bath NHS Foundation Trust,RD1,Acute,Acute - Medium,"Hotel, property & estates",506,425.83027
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Salisbury NHS Foundation Trust,RNZ,Acute,Acute - Small,All staff groups,4398,3849.26099
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Salisbury NHS Foundation Trust,RNZ,Acute,Acute - Small,HCHS Doctors (exc. Resident doctors and equivalents),309,276.9316
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Salisbury NHS Foundation Trust,RNZ,Acute,Acute - Small,Nurses & health visitors,1259,1125.81305
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Salisbury NHS Foundation Trust,RNZ,Acute,Acute - Small,Midwives,134,109.32313
202510 to 202511,Denominator at start of period,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",Salisbury NHS Foundation Trust,RNZ,Acute,Acute - Small,"Scientific, therapeutic & technical staff",574,498.67049
